movie_name,rating,language,year,label_lang_rating,USER RATING
Soulmate,,Mandarin,2016,Mandarin - Unknown,Not found
The Loser Hero,,Mandarin,2018,Mandarin - Unknown,4.4
Shadow,Not Rated,Mandarin,2018,Mandarin - Unknown,Not found
Miao Miao,,Mandarin,2008,Mandarin - Unknown,Not found
The Boxer's Omen,Not Rated,Mandarin,1983,Mandarin - Unknown,Not found
Fat Buddies,Not Rated,Mandarin,2018,Mandarin - Unknown,4.4
People Mountain People Sea,,Mandarin,2011,Mandarin - Unknown,6.2
Someday or One Day,TV-14,Mandarin,2019–2020,Mandarin - Unknown,5.8
The Wandering Earth II,Not Rated,Mandarin,2023,Mandarin - Unknown,6.7
Dumplings,Not Rated,Mandarin,2004,Mandarin - Unknown,6.7
Jue bi tai yang ta,Not Rated,Mandarin,1977,Mandarin - Unknown,5.6
Blind Mountain,,Mandarin,2007,Mandarin - Unknown,Not found
Wu yi,,Mandarin,1974,Mandarin - Unknown,6.2
Shao Lin nian si liu ma,Unrated,Mandarin,1982,Mandarin - Unknown,5.7
Nan zheng bei zhan,,Mandarin,1952,Mandarin - Unknown,5.8
The Beauty of Beauties,,Mandarin,1965,Mandarin - Unknown,6.7
Secret,Not Rated,Mandarin,2007,Mandarin - Unknown,Not found
Guardian,TV-14,Mandarin,2018,Mandarin - Unknown,4.0
He Never Gives Up,,Mandarin,1979,Mandarin - Unknown,6.7
Chong zhen jing wu men,,Mandarin,1998,Mandarin - Unknown,5.2
Han shan fei hu,Not Rated,Mandarin,1982,Mandarin - Unknown,6.7
The Old Well,,Mandarin,1987,Mandarin - Unknown,7.2
Ride On,,Mandarin,2023,Mandarin - Unknown,Not found
A Writer's Odyssey,,Mandarin,2021,Mandarin - Unknown,6.2
Art College 1994,,Mandarin,2023,Mandarin - Unknown,6.4
Ba wang quan,,Mandarin,1977,Mandarin - Unknown,6.9
Railway Heroes,,Mandarin,2021,Mandarin - Unknown,5.6
Schemes in Antiques,,Mandarin,2021,Mandarin - Unknown,6.0
New Gods: Yang Jian,,Mandarin,2022,Mandarin - Unknown,Not found
Jin nian xia tian,,Mandarin,2001,Mandarin - Unknown,5.3
Boonie Bears: The Big Shrink,TV-Y7,Mandarin,2018,Mandarin - Unknown,5.8
Ma Su Zhen bao xiong chou,Not Rated,Mandarin,1972,Mandarin - Unknown,5.9
Spring in a Small Town,,Mandarin,1948,Mandarin - Unknown,Not found
Somewhere Only We Know,,Mandarin,2015,Mandarin - Unknown,5.1
Mon Mon Mon Monsters,Not Rated,Mandarin,2017,Mandarin - Unknown,Not found
The Fallen Bridge,,Mandarin,2022,Mandarin - Unknown,5.6
Rebels of the Neon God,Not Rated,Mandarin,1992,Mandarin - Unknown,Not found
Wo men hai pa,,Mandarin,2002,Mandarin - Unknown,4.9
Harishchandrachi Factory,Not Rated,Marathi,2009,Marathi - Unknown,Not found
Aapla Manus,Not Rated,Marathi,2018,Marathi - Unknown,Not found
Online Binline,,Marathi,2015,Marathi - Unknown,6.6
Hashtag Prem,,Marathi,2021,Marathi - Unknown,5.9
Apocalypto,R,Maya,2006,Maya - Mature,Not found
Transpecos,,Maya,2016,Maya - Unknown,Not found
Close to Eden,PG,Mongolian,1991,Mongolian - Family,7.5
The Cave of the Yellow Dog,G,Mongolian,2005,Mongolian - Family,Not found
White Blessing,,Mongolian,2017,Mongolian - Unknown,6.1
The Adventures of Jurassic Pet,PG,,2019,N/A - Family,3.7
The Unheard,TV-MA,,2023,N/A - Mature,4.6
No Weapon Shall Prosper,,,2014,N/A - Unknown,6.2
Creeping Death,,,2023,N/A - Unknown,5.2
The Rush Call,,,2022,N/A - Unknown,4.6
The Reef: Stalked,,,2022,N/A - Unknown,Not found
Knucks,Not Rated,,2021,N/A - Unknown,3.4
Lukewarm,Not Rated,,2012,N/A - Unknown,5.3
Stay Out,,,2023,N/A - Unknown,2.4
MDMA,,,2012,N/A - Unknown,5.3
Relish,,,2019,N/A - Unknown,4.6
They Turned Us Into Killers,,,2024,N/A - Unknown,2.7
Gods and Monsterss,,,2021,N/A - Unknown,6.9
Turner & Hooch,,,2025,N/A - Unknown,6.2
Fearless Hyena 3,,,1980,N/A - Unknown,5.3
Asterix & Obelix: The Middle Kingdom,,,1980,N/A - Unknown,5.1
Egomaniac,,,2016,N/A - Unknown,5.6
Barn of the Blood Llama,,,1997,N/A - Unknown,2.4
Quantum Cowboys,,,2022,N/A - Unknown,5.8
Temptation Island,TV-14,,2019–,N/A - Unknown,6.5
The Burned Over District,,,2022,N/A - Unknown,4.0
Footprints,TV-PG,,2014,N/A - Unknown,6.5
Chhota Bheem Krishna vs Zimbara,,,2013,N/A - Unknown,6.4
A Night of the Undead,,,2022,N/A - Unknown,2.0
Zhan long,Not Rated,,1989,N/A - Unknown,5.4
I'm Haunted,,,2022,N/A - Unknown,4.7
Vreme leoparda,,,1985,N/A - Unknown,6.4
Rise of the Scarecrows: Hell on Earth,TV-14,,2021,N/A - Unknown,4.7
Henchmen,,,2018,N/A - Unknown,5.2
Axeman at Cutter's Creek,,,2026,N/A - Unknown,3.2
A Wiseguy Christmas,,,2021,N/A - Unknown,7.2
Illustrious Energy,,,1988,N/A - Unknown,7.9
...ere erera baleibu izik subua aruaren...,,,1970,N/A - Unknown,7.0
I Am Fear,Not Rated,,2020,N/A - Unknown,Not found
A.R.C.H.I.E.,Not Rated,,2016,N/A - Unknown,4.9
Lost Heart,TV-14,,2020,N/A - Unknown,4.4
The Mitchells vs the Machines,,,2021,N/A - Unknown,Not found
Further Ed,,,2017,N/A - Unknown,6.7
Chhota Bheem the Crown of Valhalla,,,2013,N/A - Unknown,8.0
New Life,,,2023,N/A - Unknown,Not found
Apocalyptic 2077,,,2019,N/A - Unknown,3.0
The Martial Arts Kid,Not Rated,,2015,N/A - Unknown,5.1
Just Caught a Body,,,2023,N/A - Unknown,6.6
Polaris,,,2022,N/A - Unknown,4.8
Creeping Death,,,2023,N/A - Unknown,3.7
Astro,,,2018,N/A - Unknown,2.2
A Wizard's Tale,TV-G,,2018,N/A - Unknown,4.7
Char Man,,,2019,N/A - Unknown,3.9
Miracle on Highway 34,,,2020,N/A - Unknown,4.7
City Lights,G,None,1931,None - Family,Not found
Shaun the Sheep Movie,PG,None,2015,None - Family,7.3
Quest for Fire,R,None,1981,None - Mature,7.3
24 Hour Psycho,TV-MA,None,1993,None - Mature,5.7
The Secret Spring,Passed,None,1923,None - Unknown,6.6
The Winning of Barbara Worth,Passed,None,1926,None - Unknown,Not found
The Eyes of the Mummy,Approved,None,1918,None - Unknown,5.4
Tie shan gong zhu,,None,1927,None - Unknown,6.4
The Abstraction,Not Rated,None,2015,None - Unknown,5.2
Waxworks,Not Rated,None,1924,None - Unknown,Not found
Das Tagebuch einer Verlorenen,,None,1918,None - Unknown,7.3
Sherlock Jr.,Passed,None,1924,None - Unknown,8.1
The Cameraman,Passed,None,1928,None - Unknown,8.0
Fanny Hawthorne,,None,1927,None - Unknown,7.3
The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,Not Rated,None,1924,None - Unknown,Not found
Back to God's Country,Unrated,None,1919,None - Unknown,6.3
The Love of Jeanne Ney,Not Rated,None,1927,None - Unknown,7.2
Speedy,Passed,None,1928,None - Unknown,Not found
The Lodger: A Story of the London Fog,Not Rated,None,1927,None - Unknown,7.3
Nobleza gaucha,,None,1915,None - Unknown,6.1
Zoku ôoka seidan mazohe daiichi,,None,1930,None - Unknown,Not found
The General,Passed,None,1926,None - Unknown,Not found
The Cabinet of Dr. Caligari,Not Rated,None,1920,None - Unknown,8.0
Orochi,,None,1925,None - Unknown,7.1
Am Rande der Welt,,None,1927,None - Unknown,6.0
The Dragon Painter,TV-PG,None,1919,None - Unknown,6.6
The New Exploits of Elaine,,None,1915,None - Unknown,5.4
The Chechahcos,Unrated,None,1923,None - Unknown,6.6
The Good Bad-Man,,None,1916,None - Unknown,6.6
Gojira Fantajî: SF Kôkyô Fantajî,,None,1984,None - Unknown,7.9
The Student Prince in Old Heidelberg,Passed,None,1927,None - Unknown,Not found
Hellbound Train,,None,1930,None - Unknown,5.2
The Gold Rush,Approved,None,1925,None - Unknown,Not found
Le Bal,,None,1983,None - Unknown,Not found
El último malón,,None,1917,None - Unknown,6.6
The Unholy Three,Passed,None,1925,None - Unknown,Not found
Juha,Not Rated,None,1999,None - Unknown,Not found
Civilization,,None,1915,None - Unknown,5.8
The Kid,Passed,None,1921,None - Unknown,Not found
October (Ten Days that Shook the World),,None,1928,None - Unknown,7.4
The Shamrock Handicap,Passed,None,1926,None - Unknown,6.2
La glace à trois faces,,None,1927,None - Unknown,6.9
Sunrise,Passed,None,1927,None - Unknown,8.1
Exit Smiling,Passed,None,1926,None - Unknown,7.1
"Aelita, the Queen of Mars",Not Rated,None,1924,None - Unknown,Not found
Mare Nostrum,Passed,None,1926,None - Unknown,6.8
The Mysterious Lady,Passed,None,1928,None - Unknown,Not found
The Fairylogue and Radio-Plays,,None,1908,None - Unknown,5.0
The Big Parade,Not Rated,None,1925,None - Unknown,Not found
Smouldering Fires,,None,1925,None - Unknown,6.8
Jocelyn,,None,1922,None - Unknown,6.2
La virgen de la Caridad,,None,1930,None - Unknown,6.5
Samson und Delila,,None,1922,None - Unknown,5.8
A Daughter of Destiny,,None,1928,None - Unknown,6.2
Stolen Moments,TV-G,None,1920,None - Unknown,5.8
Les coeurs héroïques,,None,1929,None - Unknown,Not found
The Unholy Three,Passed,None,1925,None - Unknown,Not found
A Virtuous Vamp,,None,1919,None - Unknown,6.7
Annie Laurie,,None,1927,None - Unknown,6.7
Erotikon,Not Rated,None,1920,None - Unknown,Not found
The Last Laugh,Not Rated,None,1924,None - Unknown,3.0
The New Babylon,,None,1929,None - Unknown,7.2
The Vicar of Wakefield,Not Rated,None,1917,None - Unknown,5.8
Journey to the Christmas Star,G,Norwegian,2012,Norwegian - Family,Not found
Vinterkyss,R,Norwegian,2005,Norwegian - Mature,6.4
Ragnarok,TV-MA,Norwegian,2020–2023,Norwegian - Mature,Not found
Blasted,TV-MA,Norwegian,2022,Norwegian - Mature,Not found
Headhunters,R,Norwegian,2011,Norwegian - Mature,Not found
The Worst Person in the World,R,Norwegian,2021,Norwegian - Mature,Not found
Twigson Ties the Knot,,Norwegian,2010,Norwegian - Unknown,5.4
The 12th Man,Unrated,Norwegian,2017,Norwegian - Unknown,7.3
Dead Snow,Not Rated,Norwegian,2009,Norwegian - Unknown,6.3
Stella polaris,,Norwegian,1993,Norwegian - Unknown,6.0
The Mare,,Norwegian,2020,Norwegian - Unknown,4.5
Sonja: The White Swan,,Norwegian,2018,Norwegian - Unknown,Not found
Emesis,,Norwegian,2006,Norwegian - Unknown,4.7
Pelle Politibil på sporet,,Norwegian,2013,Norwegian - Unknown,4.8
The Bothersome Man,Not Rated,Norwegian,2006,Norwegian - Unknown,7.2
King of Devil's Island,Not Rated,Norwegian,2010,Norwegian - Unknown,7.4
The Night Eats the World,TV-14,Norwegian,2018,Norwegian - Unknown,6.0
Thelma & Louise,Not Rated,Norwegian,2017,Norwegian - Unknown,Not found
Utøya: July 22,Not Rated,Norwegian,2018,Norwegian - Unknown,7.2
Thale,Not Rated,Norwegian,2012,Norwegian - Unknown,Not found
The Color of Paradise,PG,Persian,1999,Persian - Family,8.1
When I Became a Butterfly,TV-MA,Persian,2018,Persian - Mature,5.1
The Salesman,PG-13,Persian,2016,Persian - Teen,7.7
Marooned in Iraq,,Persian,2002,Persian - Unknown,Not found
Snake's Fang,,Persian,1990,Persian - Unknown,6.2
Second Search,,Persian,1981,Persian - Unknown,6.2
Journey to Chazzabeh,,Persian,1996,Persian - Unknown,5.7
The Pear Tree,,Persian,1998,Persian - Unknown,Not found
Bag of Rice,,Persian,1996,Persian - Unknown,7.3
The Falconet,,Persian,1975,Persian - Unknown,6.5
Sperm Whale 2,,Persian,2017,Persian - Unknown,5.3
Track 143,,Persian,2014,Persian - Unknown,Not found
Sam and Nargess,,Persian,2000,Persian - Unknown,4.2
Love Isn't Enough,,Persian,1999,Persian - Unknown,7.2
Arvand,,Persian,2016,Persian - Unknown,5.7
Crimson Gold,Unrated,Persian,2003,Persian - Unknown,Not found
365 Days,TV-MA,Polish,2020,Polish - Mature,Not found
The Peasants,R,Polish,2023,Polish - Mature,7.6
How I Fell in Love with a Gangster,TV-MA,Polish,2022,Polish - Mature,Not found
365 Days: This Day,TV-MA,Polish,2022,Polish - Mature,2.7
Three Colors: White,R,Polish,1994,Polish - Mature,7.6
The Plagues of Breslau,TV-MA,Polish,2018,Polish - Mature,Not found
Eter,,Polish,2018,Polish - Unknown,5.9
Squared Love,TV-14,Polish,2021,Polish - Unknown,Not found
Cwal,,Polish,1996,Polish - Unknown,6.6
Hospital,,Polish,1977,Polish - Unknown,3.3
A Heart of Love,,Polish,2017,Polish - Unknown,6.3
Knights of the Teutonic Order,,Polish,1960,Polish - Unknown,Not found
Autumn Girl,,Polish,2021,Polish - Unknown,5.5
The Dark House,,Polish,2009,Polish - Unknown,Not found
Westerplatte Resists,TV-14,Polish,1967,Polish - Unknown,7.0
Noce i dnie,,Polish,1978,Polish - Unknown,7.4
Border Street,,Polish,1948,Polish - Unknown,7.2
Akademia pana Kleksa,,Polish,2024,Polish - Unknown,Not found
Afterimage,,Polish,2016,Polish - Unknown,Not found
Good Manners,PG,Portuguese,2017,Portuguese - Family,Not found
Kissing Game,TV-MA,Portuguese,2020,Portuguese - Mature,Not found
City of God,R,Portuguese,2002,Portuguese - Mature,Not found
"Rio, I Love You",R,Portuguese,2014,Portuguese - Mature,Not found
Elite Squad,R,Portuguese,2007,Portuguese - Mature,Not found
Bossa Nova,R,Portuguese,2000,Portuguese - Mature,Not found
Dona Flor and Her Two Husbands,R,Portuguese,1976,Portuguese - Mature,6.9
A Dog's Will,,Portuguese,2000,Portuguese - Unknown,8.6
As Sete Vampiras,,Portuguese,1986,Portuguese - Unknown,5.0
São Jerônimo,,Portuguese,1999,Portuguese - Unknown,7.1
Joaquim,,Portuguese,2017,Portuguese - Unknown,6.5
Ala-Arriba!,,Portuguese,1942,Portuguese - Unknown,7.1
Olga,,Portuguese,2004,Portuguese - Unknown,Not found
"Fado, História d'uma Cantadeira",,Portuguese,1947,Portuguese - Unknown,6.6
The PianoTuner of EarthQuakes,Not Rated,Portuguese,2004,Portuguese - Unknown,Not found
Madame Satã,Unrated,Portuguese,2002,Portuguese - Unknown,Not found
Buddies,,Portuguese,2012,Portuguese - Unknown,7.5
Elite Squad 2: The Enemy Within,Not Rated,Portuguese,2010,Portuguese - Unknown,8.0
Assault on the Pay Train,,Portuguese,1962,Portuguese - Unknown,7.8
"Black God, White Devil",Not Rated,Portuguese,1964,Portuguese - Unknown,Not found
Cleópatra,,Portuguese,2007,Portuguese - Unknown,5.4
Os Saltimbancos Trapalhões,,Portuguese,1981,Portuguese - Unknown,6.8
Head Over Heels 3,,Portuguese,2019,Portuguese - Unknown,5.4
Lino,TV-PG,Portuguese,2017,Portuguese - Unknown,5.6
Will-o'-the-Wisp,Unrated,Portuguese,2022,Portuguese - Unknown,Not found
Ato de Violência,,Portuguese,1980,Portuguese - Unknown,6.7
King Car,,Portuguese,2021,Portuguese - Unknown,5.5
The Orphan,,Portuguese,2018,Portuguese - Unknown,7.4
"Cinema, Aspirins and Vultures",,Portuguese,2005,Portuguese - Unknown,Not found
The Grotto,,Portuguese,2020,Portuguese - Unknown,4.2
O Corpo Ardente,,Portuguese,1966,Portuguese - Unknown,6.8
O Jogo da Vida,,Portuguese,1977,Portuguese - Unknown,7.2
Fragile as the World,,Portuguese,2001,Portuguese - Unknown,7.0
"'Non', ou A Vã Glória de Mandar",,Portuguese,1990,Portuguese - Unknown,Not found
The Legend of Maula Jatt,,Punjabi,2022,Punjabi - Unknown,8.4
Sohni Mahiwal,,Punjabi,1984,Punjabi - Unknown,6.1
Lover,,Punjabi,2022,Punjabi - Unknown,Not found
Marona's Fantastic Tale,Not Rated,Romanian,2019,Romanian - Unknown,Not found
Domnisoara Christina,,Romanian,1992,Romanian - Unknown,7.4
Aurora,Not Rated,Romanian,2010,Romanian - Unknown,4.4
Fullmetal Alchemist the Movie: Conqueror of Shamballa,PG-13,Romany,2005,Romany - Teen,7.3
Solaris,PG,Russian,1972,Russian - Family,6.2
Solaris,PG,Russian,1972,Russian - Family,Not found
Officers,G,Russian,1971,Russian - Family,Not found
The Blackout,TV-MA,Russian,2019,Russian - Mature,6.0
Andrei Rublev,R,Russian,1966,Russian - Mature,8.0
Leviathan,R,Russian,2014,Russian - Mature,7.6
12,PG-13,Russian,2007,Russian - Teen,7.5
The Dawns Here Are Quiet,PG-13,Russian,1972,Russian - Teen,Not found
The Scythian,Not Rated,Russian,2018,Russian - Unknown,6.2
Come and See,Not Rated,Russian,1985,Russian - Unknown,Not found
A Gentle Creature,Not Rated,Russian,2017,Russian - Unknown,Not found
Gitler kaput!,,Russian,2008,Russian - Unknown,Not found
Maggots and Men,Unrated,Russian,2009,Russian - Unknown,7.3
Antikiller,,Russian,2002,Russian - Unknown,Not found
Without Dowry,Approved,Russian,1937,Russian - Unknown,6.8
The Geographer Drank His Globe Away,Not Rated,Russian,2013,Russian - Unknown,Not found
Sputnik,Not Rated,Russian,2020,Russian - Unknown,6.4
Ekskursante,,Russian,2013,Russian - Unknown,Not found
"Ivan the Terrible, Part I",Not Rated,Russian,1944,Russian - Unknown,7.6
Ice,,Russian,2018,Russian - Unknown,6.4
Vysotsky. Thank You for Being Alive,,Russian,2011,Russian - Unknown,6.4
Lyubit...,,Russian,1969,Russian - Unknown,7.4
Country of the Deaf,,Russian,1998,Russian - Unknown,Not found
Viking,Not Rated,Russian,2016,Russian - Unknown,Not found
"At Home Among Strangers, a Stranger Among His Own",,Russian,1974,Russian - Unknown,Not found
V dvizhenii,,Russian,2002,Russian - Unknown,6.4
Why Don't You Just Die!,Not Rated,Russian,2018,Russian - Unknown,Not found
Tux and Fanny,,Russian,2019,Russian - Unknown,7.4
Only Old Men Are Going to Battle,,Russian,1974,Russian - Unknown,Not found
The Commissar,,Russian,1967,Russian - Unknown,Not found
"War and Peace, Part I: Andrei Bolkonsky",Not Rated,Russian,1965,Russian - Unknown,Not found
Amphibian Man,Not Rated,Russian,1961,Russian - Unknown,Not found
Battle Beyond the Sun,,Russian,1959,Russian - Unknown,Not found
Stalker,Not Rated,Russian,1979,Russian - Unknown,Not found
Stalker,Not Rated,Russian,1979,Russian - Unknown,4.4
"Vnimanie, cherepakha!",,Russian,1970,Russian - Unknown,7.2
Sluchaynyy vals,,Russian,1990,Russian - Unknown,5.7
Semiconductor,,Russian,2018,Russian - Unknown,4.6
A Cruel Romance,,Russian,1984,Russian - Unknown,Not found
Preobrazhenie,,Russian,2016,Russian - Unknown,2.5
Apocrypha,,Russian,2009,Russian - Unknown,4.5
Hard to Be a God,Not Rated,Russian,2013,Russian - Unknown,Not found
A Slave of Love,Not Rated,Russian,1976,Russian - Unknown,Not found
Gongofer,,Russian,1992,Russian - Unknown,6.1
Five Evenings,,Russian,1979,Russian - Unknown,Not found
I Am Losing Weight,Not Rated,Russian,2018,Russian - Unknown,Not found
Stand,Unrated,Russian,2014,Russian - Unknown,6.2
"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",,Russian,1990,Russian - Unknown,7.1
Winter,,Russian,2020,Russian - Unknown,6.0
Operation 'Y' & Other Shurik's Adventures,TV-G,Russian,1965,Russian - Unknown,8.4
The Stone,Not Rated,Russian,1992,Russian - Unknown,6.9
Gorky 3: My Universities,,Russian,1940,Russian - Unknown,6.5
White Tiger,Not Rated,Russian,2012,Russian - Unknown,5.2
Upyr,,Russian,1997,Russian - Unknown,6.5
T-34,TV-14,Russian,2018,Russian - Unknown,6.8
Alexander Nevsky,Not Rated,Russian,1938,Russian - Unknown,7.5
Dziga i ego bratiya,,Russian,2002,Russian - Unknown,6.7
Siberiade,,Russian,1979,Russian - Unknown,Not found
Forgotten Experiment,,Russian,2023,Russian - Unknown,3.7
The Guardians,Not Rated,Russian,2017,Russian - Unknown,4.0
"Do svidaniya, malchiki!",,Russian,1966,Russian - Unknown,7.7
Freedom Is Paradise,,Russian,1989,Russian - Unknown,6.8
Oxygen Starvation,,Russian,1992,Russian - Unknown,6.8
Kalashnikov,,Russian,2020,Russian - Unknown,6.6
Romans o vlyublyonnykh,,Russian,1974,Russian - Unknown,6.8
Dara of Jasenovac,R,Serbian,2020,Serbian - Mature,8.0
A Serbian Film,NC-17,Serbian,2010,Serbian - Mature,4.9
Underground,Not Rated,Serbian,1995,Serbian - Unknown,3.5
The Only Way Out,,Serbian,2021,Serbian - Unknown,Not found
Stara skola kapitalizma,,Serbian,2009,Serbian - Unknown,6.8
The Trap,Not Rated,Serbian,2007,Serbian - Unknown,6.6
Premeditated Murder,,Serbian,1995,Serbian - Unknown,Not found
The Trap,Not Rated,Serbian,2007,Serbian - Unknown,7.9
Hey Babu Riba,R,Serbo-Croatian,1985,Serbo-Croatian - Mature,Not found
WR: Mysteries of the Organism,Not Rated,Serbo-Croatian,1971,Serbo-Croatian - Unknown,Not found
Who's Singin' Over There?,,Serbo-Croatian,1980,Serbo-Croatian - Unknown,8.7
Man Is Not a Bird,,Serbo-Croatian,1965,Serbo-Croatian - Unknown,Not found
Cemetery,,Sinhala,2019,Sinhala - Unknown,6.2
The Shop on Main Street,Not Rated,Slovak,1965,Slovak - Unknown,8.2
La diosa arrodillada,PG,Spanish,1947,Spanish - Family,7.0
Pan's Labyrinth,R,Spanish,2006,Spanish - Mature,Not found
Cabeza de Vaca,R,Spanish,1991,Spanish - Mature,Not found
The Devil's Backbone,R,Spanish,2001,Spanish - Mature,7.3
Nobody's Wife,R,Spanish,1982,Spanish - Mature,6.2
Below Zero,TV-MA,Spanish,2021,Spanish - Mature,6.2
A Twelve-Year Night,TV-MA,Spanish,2018,Spanish - Mature,7.5
Carmen,R,Spanish,1983,Spanish - Mature,Not found
Tie Me Up! Tie Me Down!,NC-17,Spanish,1989,Spanish - Mature,7.0
Emilia Perez,R,Spanish,2024,Spanish - Mature,Not found
Veronica,TV-MA,Spanish,2017,Spanish - Mature,6.6
Nicotina,R,Spanish,2003,Spanish - Mature,Not found
The Orphanage,R,Spanish,2007,Spanish - Mature,Not found
Blood Will Tell,TV-MA,Spanish,2019,Spanish - Mature,6.1
Archivo 253,R,Spanish,2015,Spanish - Mature,4.0
Amores Perros,R,Spanish,2000,Spanish - Mature,Not found
Monos,R,Spanish,2019,Spanish - Mature,6.8
Open Your Eyes,R,Spanish,1997,Spanish - Mature,7.7
Phase 7,R,Spanish,2010,Spanish - Mature,Not found
Mancora,R,Spanish,2008,Spanish - Mature,Not found
Bad Education,R,Spanish,2004,Spanish - Mature,7.1
Cronos,R,Spanish,1992,Spanish - Mature,6.7
Goya in Bordeaux,R,Spanish,1999,Spanish - Mature,Not found
Timecrimes,R,Spanish,2007,Spanish - Mature,7.1
The Paramedic,TV-MA,Spanish,2020,Spanish - Mature,5.7
El Mariachi,R,Spanish,1992,Spanish - Mature,6.8
The Invisible Guest,TV-MA,Spanish,2016,Spanish - Mature,Not found
The Motorcycle Diaries,R,Spanish,2004,Spanish - Mature,Not found
Wild Tales,R,Spanish,2014,Spanish - Mature,Not found
The Perfect Family,TV-MA,Spanish,2021,Spanish - Mature,Not found
Don't Blame Karma!,TV-MA,Spanish,2022,Spanish - Mature,4.7
Intuition,TV-MA,Spanish,2020,Spanish - Mature,Not found
Horror Rises from the Tomb,R,Spanish,1973,Spanish - Mature,Not found
The Platform,TV-MA,Spanish,2019,Spanish - Mature,Not found
The Secret in Their Eyes,R,Spanish,2009,Spanish - Mature,Not found
Mirage,TV-MA,Spanish,2018,Spanish - Mature,7.4
Perdidos,R,Spanish,2014,Spanish - Mature,4.1
Coven,TV-MA,Spanish,2020,Spanish - Mature,Not found
Infiesto,TV-MA,Spanish,2023,Spanish - Mature,Not found
The Motive,TV-MA,Spanish,2017,Spanish - Mature,6.5
Biutiful,R,Spanish,2010,Spanish - Mature,7.4
The Last Circus,R,Spanish,2010,Spanish - Mature,6.5
[Rec]²,R,Spanish,2009,Spanish - Mature,6.5
"Jamón, Jamón",R,Spanish,1992,Spanish - Mature,6.4
The Wrath of God,TV-MA,Spanish,2022,Spanish - Mature,Not found
The Skin I Live In,R,Spanish,2011,Spanish - Mature,Not found
Bad Education,R,Spanish,2004,Spanish - Mature,6.3
REC,R,Spanish,2007,Spanish - Mature,Not found
Zombie Dawn,R,Spanish,2011,Spanish - Mature,3.1
KM 31: Kilómetro 31,R,Spanish,2006,Spanish - Mature,Not found
Talk to Her,R,Spanish,2002,Spanish - Mature,Not found
"Pizza, Beer, and Cigarettes",R,Spanish,1997,Spanish - Mature,Not found
El Jeremías,PG-13,Spanish,2015,Spanish - Teen,Not found
Tango,PG-13,Spanish,1998,Spanish - Teen,Not found
Let's Go with Pancho Villa,PG-13,Spanish,1936,Spanish - Teen,7.7
No manches Frida,PG-13,Spanish,2016,Spanish - Teen,5.5
Tango & Cash,PG-13,Spanish,1998,Spanish - Teen,Not found
The Sea Inside,PG-13,Spanish,2004,Spanish - Teen,7.9
Días de fútbol,,Spanish,2003,Spanish - Unknown,Not found
Cry of the Bewitched,Not Rated,Spanish,1957,Spanish - Unknown,3.6
El caso de la mujer asesinadita,,Spanish,1955,Spanish - Unknown,7.6
Dark Forces,,Spanish,2020,Spanish - Unknown,2.8
Backroads,,Spanish,1997,Spanish - Unknown,Not found
The Red Squirrel,,Spanish,1993,Spanish - Unknown,Not found
Godfather Mendoza,,Spanish,1934,Spanish - Unknown,7.7
The Boat,TV-14,Spanish,2011–2013,Spanish - Unknown,Not found
The Maid,Not Rated,Spanish,2009,Spanish - Unknown,Not found
Endless Poetry,Unrated,Spanish,2016,Spanish - Unknown,7.5
The Body,Not Rated,Spanish,2012,Spanish - Unknown,7.6
Mary My Dearest,,Spanish,1981,Spanish - Unknown,7.7
The Wicked Woods,,Spanish,2014,Spanish - Unknown,2.9
Santo vs. the Vampire Women,Not Rated,Spanish,1962,Spanish - Unknown,Not found
"Bolívar, a Tropical Symphony",,Spanish,1980,Spanish - Unknown,7.5
Invoking Yell,,Spanish,2023,Spanish - Unknown,4.1
Luponini de Chicago,,Spanish,1935,Spanish - Unknown,7.3
Superagente Makey,,Spanish,2020,Spanish - Unknown,4.3
Arrobá,,Spanish,2013,Spanish - Unknown,3.7
Heroes Wanted,,Spanish,2016,Spanish - Unknown,Not found
Malasaña 32,,Spanish,2020,Spanish - Unknown,Not found
Los de la mesa 10,,Spanish,1960,Spanish - Unknown,7.3
Blood Wedding,Not Rated,Spanish,1981,Spanish - Unknown,Not found
Rotting in the Sun,Unrated,Spanish,2023,Spanish - Unknown,Not found
Sleep Tight,Not Rated,Spanish,2011,Spanish - Unknown,7.2
The Absent,,Spanish,2005,Spanish - Unknown,3.3
La sombra del Caudillo,,Spanish,1960,Spanish - Unknown,7.9
History of the Occult,,Spanish,2020,Spanish - Unknown,Not found
Esteros,Not Rated,Spanish,2016,Spanish - Unknown,Not found
Hidden Away,Unrated,Spanish,2014,Spanish - Unknown,Not found
Wrinkles,Not Rated,Spanish,2011,Spanish - Unknown,Not found
La Lectora,Not Rated,Spanish,2012,Spanish - Unknown,5.8
The Maid,Not Rated,Spanish,2009,Spanish - Unknown,Not found
Check Mate,,Spanish,2012,Spanish - Unknown,6.4
Santo in the Treasure of Dracula,,Spanish,1969,Spanish - Unknown,4.8
Juan of the Dead,Not Rated,Spanish,2011,Spanish - Unknown,6.4
The Tower of the Seven Hunchbacks,,Spanish,1944,Spanish - Unknown,6.9
El crimen de Oribe,,Spanish,1950,Spanish - Unknown,6.9
Backroads,,Spanish,1997,Spanish - Unknown,6.4
